emp_no,first_name,last_name,salary,salary_from_dt,title
14509,Danil,Aloia,40000,1995-12-17,Senior Staff
14513,Samphel,Barreiro,83273,1985-07-28,Senior Staff
14515,Kazuhisa,Versino,61645,1991-02-19,Senior Engineer
14516,Kristian,Underwood,73262,1989-04-08,Senior Staff
14518,Patricia,Peir,64238,1996-02-18,Engineer
14522,Chuanyi,Ranta,40000,1990-01-14,Senior Staff
14537,Babette,Engelmann,48332,1989-03-17,Senior Engineer
14552,Ibibia,Snyers,40000,1994-06-13,Senior Engineer
14556,Fatemeh,Zultner,40000,1986-12-26,Engineer
14560,Elrique,Driscoll,62770,1985-05-21,Senior Engineer
14581,Gao,Condotta,59499,1988-06-28,Senior Engineer
14582,Kiyokazu,Morrin,40000,1999-04-08,Senior Engineer
14600,Jayson,Cairo,41352,1988-10-24,Senior Staff
14603,Lech,Marquardt,55369,1986-01-19,Senior Engineer
14607,Suzette,Selvestrel,67813,1994-06-26,Staff
14620,Jianhua,Erev,53303,1988-08-04,Senior Engineer
14621,Souichi,Wixon,66404,1987-01-20,Senior Staff
14632,Gudjon,McClurg,40000,1987-08-01,Senior Engineer
14639,Arvind,Hempstead,79405,1987-11-08,Senior Staff
14640,Toshimori,Kornatzky,42662,1992-05-20,Senior Engineer
14642,Florian,Kuhnemann,54553,1987-06-05,Senior Engineer
14645,Laurentiu,Glinert,45647,1987-05-01,Senior Engineer
14648,IEEE,Lorys,89209,1986-11-16,Senior Staff
14659,Sashi,Adachi,40926,1985-03-16,Senior Engineer
14675,Teunis,Angel,40000,1988-09-25,Senior Staff
14677,Herbert,Sifakis,40000,1987-02-12,Senior Engineer
14683,Alois,Basart,41107,1986-12-02,Senior Engineer
14690,Yechezkel,Bellone,40000,1986-02-25,Senior Engineer
14693,Brewster,Stranks,59960,1986-05-05,Senior Staff
14710,Mahmut,Hainaut,40341,1988-09-18,Senior Staff
14723,Constantino,Assaf,40000,1993-06-01,Senior Staff
14724,Aron,Lemarechal,66530,1986-09-10,Senior Staff
14780,Marlo,Bruckman,51232,1986-09-19,Senior Engineer
14785,Zhonghua,Kaiser,46936,1988-06-23,Senior Engineer
14793,Stein,Uchoa,47045,1998-01-18,Engineer
14814,Odysseas,Nishimukai,40000,1987-10-27,Senior Staff
14817,Gaurav,Masaki,41203,1992-12-02,Senior Engineer
14821,Oguz,Kilgore,42545,1997-05-25,Engineer
14839,Changho,Cronin,40000,1990-04-24,Senior Engineer
14853,Taiji,Nergos,58311,1988-03-07,Senior Engineer
14877,Arto,Meriste,40000,1988-06-06,Senior Engineer
14879,Anyuan,Sigstam,54322,1987-12-29,Senior Engineer
14888,Temple,Barriga,60916,1986-12-09,Senior Staff
14899,Alejandro,Casley,64365,1985-02-22,Senior Staff
14906,Adil,Parveen,54758,1987-12-11,Senior Staff
14908,Kerhong,Flanders,40000,1992-09-17,Senior Engineer
14909,Mohan,Kamble,40000,1990-12-21,Senior Engineer
14911,Xiaobin,Chelton,62738,1987-04-06,Senior Engineer
14914,Gretta,Benzaken,40000,1999-09-25,Engineer
14915,Huican,Picco,40733,1994-07-03,Engineer
14923,Shuzo,Gyorkos,40000,1985-05-15,Technique Leader
14928,Satoru,Mukaidono,53377,1985-05-17,Senior Staff
14941,Nathan,Lichtner,43608,1988-12-22,Senior Engineer
14942,Heon,Benveniste,40000,1987-11-15,Senior Engineer
14949,Insup,Reinhart,44930,1987-10-08,Senior Engineer
14954,Fox,Magliocco,43510,1988-08-05,Senior Engineer
14971,Fan,Simmen,55187,1991-03-25,Senior Staff
14983,Hyuckchul,Pouyioutas,86754,1988-12-26,Senior Staff
14993,Sanjay,Koblitz,45407,1988-04-20,Senior Engineer
15005,Kiam,Sadowsky,50368,1986-05-23,Senior Engineer
15016,Woody,Gulik,40000,1991-10-21,Senior Staff
15018,Ramalingam,Prenel,40668,1993-03-11,Senior Staff
15019,Qingxiang,Shokrollahi,41721,1988-11-02,Senior Engineer
15029,Giordano,Koshino,40000,1991-04-27,Senior Staff
15030,Rasikan,Nourani,40000,1999-04-11,Senior Staff
15036,Ziva,Delgrande,40000,1994-11-04,Senior Engineer
15049,Khun,Waymire,40000,1991-01-17,Senior Staff
15052,Flemming,Kranzdorf,40630,1993-01-27,Senior Engineer
15055,Shrikanth,Sherertz,40000,1991-07-16,Senior Staff
15066,Tomokazu,Oaver,43455,1993-06-29,Senior Engineer
15069,Manton,Siksek,40000,1987-08-05,Technique Leader
15071,Ayonca,Couchot,97484,1988-10-15,Senior Staff
15075,Radoslaw,Rijsenbrij,40000,1986-04-24,Senior Engineer
15077,Toshiki,Taubenfeld,40000,1993-06-25,Senior Engineer
15082,Guadalupe,Zirintsis,63024,1986-04-01,Technique Leader
15087,Chirstian,Ushiama,40000,1988-09-14,Senior Engineer
15089,Giri,Coney,48594,1987-05-14,Senior Engineer
15092,Remmert,Bahi,40000,1986-05-26,Senior Staff
15102,Luigi,Axelband,40374,1992-11-04,Senior Engineer
15105,Sudhanshu,Itzigehl,75800,1989-11-22,Senior Staff
15114,Pantung,Honglei,40000,1998-03-09,Engineer
15134,Arun,Luiz,62752,1992-07-23,Senior Staff
15145,Haldon,Servieres,51443,1988-04-19,Senior Engineer
15151,Urs,Pouyioutas,61253,1991-12-30,Senior Staff
15176,Charlene,Sankaranarayanan,98401,1987-11-17,Senior Staff
15193,Neelam,Schach,47039,1989-02-14,Senior Engineer
15196,Souichi,Duclos,55824,1992-07-09,Senior Engineer
15202,Pranay,Irland,40000,1989-07-05,Engineer
15208,Sudharsan,Shokrollahi,44109,1987-04-18,Senior Staff
15218,Shuky,Conry,44614,1992-08-10,Senior Staff
15228,Mona,Salvesen,40000,1988-01-17,Senior Staff
15230,Keiichiro,Suessmith,70187,1993-03-17,Senior Engineer
15234,Jouko,Zhiwei,47654,1987-09-03,Senior Engineer
15237,Reinhard,Sadowsky,40000,1987-08-17,Senior Engineer
15243,Mountaz,Famili,41015,1992-09-19,Senior Staff
15248,Edwin,Baar,64696,1990-03-22,Senior Staff
15253,Ayonca,Pardalos,40396,1985-06-06,Senior Engineer
15269,Eric,Reghbati,60930,1986-08-21,Senior Engineer
15271,Shiv,Bernardeschi,88026,1986-12-05,Senior Staff
15292,Miyeon,Lammel,87586,1986-07-31,Senior Staff
15324,Ziya,Lunn,40000,1991-03-26,Senior Engineer
15329,Fan,Openshaw,41839,1997-08-16,Engineer
15330,Jaroslava,Chinal,53020,1988-05-30,Senior Staff
15337,Masaru,Radivojevic,40000,1988-08-07,Senior Engineer
15343,Chaosheng,Luce,48936,1985-03-12,Senior Engineer
15354,Chikara,Nyrup,40782,1994-10-18,Staff
15365,Mikhail,Schiettecatte,41309,1986-08-11,Senior Engineer
15369,Premal,Penttonen,81954,1999-08-20,Staff
15370,Chuanyi,Nilsson,67631,1993-12-21,Senior Engineer
15372,Nahum,Broder,79245,1988-10-12,Senior Staff
15375,Shuho,Manders,65920,1994-11-03,Senior Staff
15377,Shugo,Aumann,50274,1986-12-19,Senior Engineer
15382,Alassane,Siegrist,66083,1985-12-26,Senior Staff
15392,Pradeep,Markovitch,55638,1994-07-04,Assistant Engineer
15408,Maik,Penttonen,40000,1996-11-23,Staff
15410,Wilmer,Kushner,58123,1989-09-13,Senior Staff
15412,Huai,Thiria,62190,1985-08-23,Senior Engineer
15438,Constantijn,Munoz,43326,1986-12-24,Senior Staff
15441,Arvind,Weisert,40000,1993-02-05,Senior Staff
15452,Kazuhira,Weedman,40000,1995-05-11,Engineer
15454,Hongzue,Cesareni,57571,1986-02-27,Senior Staff
15470,Weiwu,Huhdanpaa,40693,1996-08-08,Engineer
15474,Gilbert,Plumb,90430,1994-12-04,Senior Staff
15479,Zhenbing,Soicher,40000,1987-01-25,Senior Engineer
15480,Kwok,Trogemann,47645,1990-04-29,Senior Engineer
15504,Kasturi,Alpin,40000,1997-02-06,Engineer
15505,Collette,Mikschl,56848,1986-08-30,Senior Engineer
15510,Inderjeet,Sethi,48661,1987-08-29,Senior Engineer
15511,George,Kowalchuk,76880,1986-04-20,Senior Staff
15518,Uno,Valtorta,55563,1990-10-03,Senior Engineer
15525,Masadi,Cherinka,40000,1993-04-27,Senior Engineer
15534,Guozhong,Grabner,63090,1987-05-06,Senior Staff
15543,Mingdong,Staelin,40000,1988-07-30,Senior Engineer
15548,Sanjai,Caine,48171,1988-05-08,Senior Engineer
15563,Constantino,Zykh,56239,1987-04-08,Senior Staff
15565,True,Muchinsky,73532,1986-12-16,Senior Staff
15566,Baoqiu,Azuma,61655,1988-04-11,Senior Staff
15600,Mack,Perna,40000,1985-04-26,Senior Engineer
15601,Carrsten,Anily,83263,1994-07-10,Senior Staff
15651,Huan,Iwayama,50313,1985-11-22,Senior Engineer
15656,Mohammad,Schaaf,66141,1987-05-26,Senior Staff
15682,Hiroyasu,Przulj,40000,1988-06-20,Senior Engineer
15687,Dekang,Ambroszkiewicz,62333,1990-02-13,Senior Staff
15703,Chenye,Hanratty,40000,1994-12-06,Engineer
15708,Reuven,Kushnir,85063,1990-01-22,Senior Staff
15714,Troy,Bala,40000,1995-03-09,Engineer
15715,Insup,Ibel,40000,1999-09-21,Staff
15726,Zhilian,Parascandalo,70522,1996-08-28,Senior Staff
15739,Poorav,Bahr,54605,1999-03-02,Engineer
15740,Stepehn,Pocchiola,57994,1995-06-04,Senior Staff
15750,Arumugam,Bresenham,40000,1993-11-13,Senior Engineer
15765,Tonny,Taubenfeld,40000,1989-02-15,Senior Engineer
15767,Baocai,Broomell,40000,1985-06-08,Senior Engineer
15769,Pranay,Oskamp,61575,1999-06-20,Staff
15788,Taegyun,Deyuan,53521,1990-03-13,Senior Engineer
15799,Manton,Gelosh,64458,1988-05-07,Senior Staff
15809,Mingsen,Antonisse,50619,1988-06-07,Senior Staff
15819,Magdalena,Rajcani,63847,1993-08-16,Senior Staff
15821,Aleksander,Antonakopoulos,40000,1988-06-09,Engineer
15846,Bowen,Litecky,40000,1989-03-23,Technique Leader
15861,Gio,Anido,50890,1988-12-19,Senior Staff
15866,Angel,Seiwald,40000,1986-10-03,Senior Engineer
15869,Guoxiang,Bala,40000,1994-01-21,Senior Engineer
15876,Munehiro,Vakili,51140,1985-08-02,Senior Engineer
15877,Yannik,Kroll,40000,1999-08-10,Engineer
15880,Miquel,Dechter,40000,1996-12-02,Technique Leader
15889,Sasan,Azumi,63393,1986-02-03,Senior Engineer
15892,Lunjin,Pettis,60367,1986-09-20,Senior Engineer
15901,Marsja,Fargier,40000,1987-09-23,Senior Engineer
15902,Kazuhide,Stille,40000,1988-03-23,Senior Staff
15905,DeForest,Petersohn,47421,1988-02-12,Senior Engineer
15911,Shaibal,Viele,45602,1991-01-13,Senior Engineer
15934,Kensyu,Shinomoto,50454,1995-08-20,Assistant Engineer
15938,Garnik,Covnot,69499,1988-10-16,Senior Staff
15942,Murthy,Rosca,50486,1986-09-09,Senior Engineer
15943,Yakkov,Demke,40000,1997-02-05,Senior Engineer
15945,Hauke,Larfeldt,57717,1993-11-16,Senior Engineer
15948,Karoline,Versino,40000,1986-01-14,Senior Engineer
15955,Yuguang,Dratva,45283,1986-03-31,Senior Engineer
15971,Arumugam,Aloia,42963,1988-05-03,Senior Engineer
15977,King,Ballarin,44282,1994-11-03,Senior Staff
15978,Kaijung,Wielonsky,40000,1997-02-25,Engineer
15993,Yoshimitsu,Peir,45611,1988-11-19,Senior Engineer
16000,Marek,Demos,40000,1996-05-05,Senior Engineer
16018,Boutros,Papadias,52560,1987-10-06,Senior Engineer
16019,Chaoyi,Heystek,40000,1985-08-01,Senior Engineer
16025,Doowon,Luce,84433,1988-03-05,Senior Engineer
16028,JiYoung,Takkinen,53714,1988-08-12,Senior Engineer
16033,Wayne,Spelt,40000,1986-09-09,Senior Staff
16052,Maria,Rodham,40000,1991-01-27,Senior Engineer
16066,Marsha,Penn,74757,1985-09-16,Senior Staff
16068,Leandro,Zongker,53031,1987-12-18,Senior Staff
16076,Marko,Ebeling,47061,1997-08-06,Engineer
16077,Kannan,Heemskerk,49020,1987-07-02,Senior Engineer
16086,Mohammad,Denos,42903,1987-04-27,Senior Engineer
16094,Berto,Rosar,40000,1993-07-18,Senior Engineer
16099,Mohan,Ferretti,40000,1990-10-23,Senior Staff
16126,Tse,Crabtree,68863,1997-10-10,Staff
16130,Kerryn,Belinskaya,40000,1993-07-26,Engineer
16134,Annemarie,Chaudhuri,40000,1990-03-12,Senior Engineer
16138,Leucio,Krzyzanowski,67593,1988-05-05,Senior Staff
16154,Monique,Docker,40000,1994-03-12,Technique Leader
16185,Marin,Winter,44003,1987-04-28,Technique Leader
16192,Leandro,Sigstam,40000,1992-05-05,Senior Engineer
16201,Krassimir,Olano,53081,1987-08-13,Technique Leader
16227,Hitomi,Vural,58619,1985-09-25,Senior Engineer
16229,Ronnie,Lanzelotte,40000,1996-09-17,Senior Staff
16230,Ung,Babu,40000,1996-02-19,Senior Staff
16233,Sushant,Baba,54684,1987-03-24,Senior Staff
16234,Jacopo,Basart,40000,1986-05-14,Senior Staff
16246,Makato,Masaki,40000,1996-10-10,Engineer
16252,Carrsten,Mattern,64982,1988-07-10,Senior Engineer
16266,Mikhail,Sethi,57642,1985-10-25,Senior Staff
16272,Shuho,Zeleznik,40000,1986-04-16,Senior Engineer
16274,Sadun,Navazio,65521,1986-05-19,Senior Staff
16324,Billie,Bazzichi,40000,1998-05-04,Staff
16337,Hironoby,Schaad,40000,1986-11-07,Senior Engineer
16341,Boutros,Fendler,40000,1999-12-08,Senior Staff
16355,Nikolaos,Luca,80403,1986-07-01,Senior Staff
16364,Yifei,Gini,73503,1988-09-19,Senior Staff
16365,Janalee,Mellouli,40000,1985-04-27,Senior Staff
16377,Duri,Stanger,62147,1993-11-30,Engineer
16380,Zhilian,Chleq,42820,1986-06-01,Senior Staff
16382,Chaoyi,Talmon,66986,1987-05-05,Senior Engineer
16383,Lidong,Czap,55977,1986-09-24,Senior Engineer
16388,Subhankar,Georgatos,40000,1996-01-30,Senior Staff
16397,Shimshon,Cusworth,66757,1985-05-24,Senior Staff
16398,Limsoon,Krzyzanowski,71254,1993-07-31,Senior Staff
16399,Apostol,Collette,59384,1992-04-16,Senior Staff
16404,Rafols,Rabehasaina,45689,1987-07-19,Senior Engineer
16412,Moss,Tokunaga,66524,1989-03-10,Technique Leader
16425,Idoia,Beerel,53045,1989-12-15,Senior Engineer
16438,Abdulla,Demeyer,52449,1991-04-09,Senior Engineer
16446,Jouko,Chinin,94600,1987-07-06,Senior Staff
16447,Zhiguo,Savasere,40000,1992-04-18,Senior Engineer
16448,Tsvetan,Zwicker,76979,1992-04-25,Senior Engineer
16453,Goncalo,Basart,47433,1986-12-16,Senior Staff
16471,Bogdan,Birta,44976,1999-08-03,Staff
16479,Jixiang,Eiter,62446,1986-04-14,Senior Staff
16486,Sanjay,Perin,57496,1986-03-18,Senior Staff
16487,Arunas,Yemenis,73302,1992-10-18,Senior Staff
16490,Muzhong,Thiria,85462,1987-04-06,Senior Staff
16491,Emdad,Radwan,40000,1995-10-04,Senior Staff
16504,Mong,Cromarty,40000,1992-05-06,Senior Engineer
16510,Mototsugu,Vecchio,40000,1986-04-06,Senior Staff
16537,Weidon,Seiwald,40000,1991-08-03,Senior Engineer
16539,Gretta,Fetvedt,40000,1987-12-07,Senior Engineer
16546,Sangeeta,Lanphier,47819,1986-03-16,Senior Engineer
16549,Olivera,Thibadeau,60531,1995-03-03,Senior Staff
16551,Sadegh,Ranon,82980,1986-08-21,Senior Engineer
16556,Mostafa,Hiltgen,53954,1987-12-27,Senior Engineer
16567,Hein,Senzako,40000,1989-12-24,Senior Staff
16570,Uta,Matzen,46162,1994-03-25,Senior Engineer
16580,Masaru,Valiente,40000,1986-06-20,Senior Engineer
16607,Vishwani,Honglei,54558,1987-09-18,Senior Staff
16619,Arvind,Boguraev,40000,1987-09-20,Senior Engineer
10004,Chirstian,Koblick,40054,1986-12-01,Senior Engineer
16657,Yongdong,Heyers,63463,1986-07-12,Senior Engineer
16658,Florian,Soicher,50917,1986-01-18,Senior Staff
16672,Georgi,Peris,55265,1986-03-13,Senior Staff
16674,Duke,Takanami,40000,1988-08-30,Technique Leader
16679,Domenick,Cummings,40000,1994-07-17,Engineer
10009,Sumant,Peac,60929,1985-02-18,Senior Engineer
16683,Hatem,Ghandeharizadeh,60120,1986-11-19,Senior Engineer
16716,Ramachenga,Zumaque,54270,1991-02-02,Engineer
10018,Kazuhide,Peha,55881,1987-04-03,Senior Engineer
16719,Sasan,Benantar,40000,1989-04-25,Senior Staff
16723,Mohd,Randt,56932,1986-12-24,Senior Staff
16729,Kirk,Broomell,51318,1992-05-07,Senior Staff
16731,Domenico,Versino,48868,1986-04-15,Senior Engineer
10035,Alain,Chappelet,41538,1988-09-05,Senior Engineer
16759,Vojin,Masaki,40000,1987-01-10,Senior Engineer
10053,Sanjiv,Zschoche,67854,1994-11-13,Senior Staff
10058,Berhard,McFarlin,52787,1988-04-25,Senior Staff
10066,Kwee,Schusler,69736,1986-02-26,Senior Engineer
10067,Claudi,Stavenow,44642,1987-03-04,Senior Engineer
10070,Reuven,Garigliano,55999,1985-10-14,Technique Leader
10072,Hironoby,Sidou,40000,1989-05-21,Senior Engineer
10076,Erez,Ritzmann,47319,1996-07-15,Senior Engineer
10088,Jungsoon,Syrzycki,65957,1988-09-02,Senior Staff
10100,Hironobu,Haraldson,54398,1987-09-21,Senior Staff
10103,Akemi,Birch,68158,1998-01-12,Engineer
10126,Kayoko,Valtorta,40000,1985-09-08,Senior Staff
10129,Armond,Peir,40000,1996-01-16,Technique Leader
10130,Nishit,Casperson,40000,1988-06-21,Senior Engineer
10134,Diederik,Siprelle,40000,1987-12-12,Senior Engineer
10138,Perry,Shimshoni,53574,1992-03-03,Senior Engineer
16954,Akhilish,Apsitis,47943,1986-08-06,Senior Staff
16955,Sangeeta,Marrakchi,74715,1994-03-14,Senior Staff
16969,Sanjit,Braccini,49377,1988-10-26,Senior Engineer
16799,Shigeichiro,Bamford,54405,1986-04-26,Senior Engineer
16801,Gila,Strooper,48932,1987-12-16,Senior Engineer
16803,Ziva,Rohrbach,50968,1985-03-14,Engineer
16806,Sreekrishna,Dayana,72405,1990-07-20,Senior Staff
16808,Kiyokazu,Katiyar,87215,1987-11-10,Senior Staff
16986,Hirochika,Gecseg,61653,1993-05-09,Senior Engineer
16988,Xiong,Peron,47878,1990-12-29,Senior Staff
16993,Hongzue,Dahlbom,57751,1987-02-13,Senior Staff
16851,Leon,Stasinski,51771,1986-03-11,Senior Staff
16852,Yefim,Fontet,48864,1985-05-14,Senior Engineer
16999,Bezalel,Sadowsky,40000,1996-12-22,Senior Staff
16862,JiYoung,Eppinger,40000,1987-04-27,Senior Engineer
16864,Candido,Gecsel,50361,1987-10-29,Engineer
16869,Yakkov,Huttel,40000,1990-12-19,Senior Staff
16871,Munir,Stiles,55303,1986-08-23,Senior Engineer
16875,Nikolaos,Radhakrishnan,40000,1997-10-26,Engineer
17012,Valdiodio,Petereit,40000,1998-11-02,Senior Engineer
16880,Honesty,Bresenham,40000,1986-08-24,Technique Leader
17018,Berhard,Tasistro,40000,1986-02-20,Senior Engineer
16897,Charlene,Ebeling,57244,1989-09-13,Technique Leader
17024,Ewing,Siepmann,58181,1987-07-12,Senior Engineer
16910,Kazunori,Botman,57230,1986-05-29,Senior Engineer
16919,Tesuya,Yurov,40184,1999-09-08,Engineer
16921,Evgueni,Yeung,71025,1988-01-21,Senior Staff
17041,Nishit,Montemayor,40492,1987-01-19,Senior Staff
17046,Fay,Kornyak,44955,1987-07-22,Senior Engineer
17048,Christoph,Murthy,46913,1988-10-09,Senior Engineer
17055,Marin,Wixon,46654,1988-08-06,Senior Engineer
17063,Anoosh,Thiran,91391,1985-12-12,Senior Staff
17066,Heping,Ruther,59260,1987-02-27,Senior Engineer
17068,Bodh,Gopalakrishnan,40000,1994-09-01,Assistant Engineer
17215,Junichi,Langford,47977,1989-06-17,Senior Engineer
17220,Lorien,Panwar,45404,1991-01-04,Senior Engineer
17222,Leen,Muchinsky,54882,1987-10-04,Senior Engineer
17235,Ronnie,Rissanen,40000,1992-03-24,Senior Engineer
17236,Matk,Merro,75541,1987-02-02,Senior Engineer
17245,Neven,Milicia,81426,1995-01-12,Staff
17260,Abdulah,Famili,40000,1987-05-18,Engineer
17277,Arnd,Hopewell,40000,1987-08-25,Senior Engineer
17280,Xuejia,Merle,69670,1993-01-03,Senior Engineer
17285,Mario,Weiland,55174,1995-03-27,Senior Staff
17294,Shrikanth,Pietrzykowski,43785,1987-08-17,Senior Engineer
17326,Arumugam,Ramsay,40000,1986-02-28,Senior Engineer
17327,Yongmin,Gihr,50152,1988-06-03,Senior Staff
17329,Shaunak,Tyugu,58239,1998-07-21,Senior Engineer
17336,Shigenori,Chaudhuri,71761,1988-02-25,Senior Engineer
17339,Fan,Mullainathan,58306,1991-10-03,Engineer
17340,Yurii,Brookman,65863,1985-07-05,Senior Staff
17352,Muneo,Katiyar,71029,1992-05-06,Senior Staff
17355,Mingzeng,Weisert,40000,1988-08-31,Senior Engineer
17384,Youngkon,Nooteboom,55693,1990-04-05,Senior Staff
17072,Richara,Bala,40000,1992-12-15,Senior Staff
17076,Gudjon,Hitomi,60092,1987-01-04,Senior Engineer
17078,Gill,Hinsberger,44442,1990-11-29,Senior Staff
17081,Weiru,Murtafg,40846,1985-12-28,Senior Engineer
17089,Rafail,Erman,67779,1985-04-10,Senior Staff
17098,Xuedong,Gelosh,40000,1998-08-26,Senior Engineer
17101,Sandeepan,Compeau,40173,1988-01-18,Senior Engineer
17102,Radhika,Garnick,89793,1998-01-16,Staff
17103,Takahiro,Feldmann,48187,1988-10-07,Senior Engineer
17387,Shir,Serra,49554,1997-12-31,Staff
17396,Valeri,Henders,40000,1987-06-14,Senior Engineer
17120,Yifei,Polupanov,40000,1987-02-09,Senior Staff
17125,Akhilish,Zweizig,40000,1985-10-17,Senior Engineer
17126,Matk,Schapire,40000,1994-02-20,Senior Staff
17397,Kenroku,Hardjono,40000,1986-09-15,Senior Engineer
17143,Ziyad,Munke,40000,1985-09-10,Senior Engineer
17146,Aemilian,Barbanera,65674,1996-07-01,Staff
17412,Leni,Vilarrasa,43480,1999-12-27,Staff
17158,Danai,Vecchio,48426,1993-02-14,Senior Engineer
17159,Quingbo,Mitchem,56346,1987-10-22,Senior Engineer
17160,Shay,Montemayor,49824,1988-02-22,Senior Engineer
17163,Yurii,Papsdorf,47086,1988-03-12,Senior Engineer
17199,Vasilis,Guardalben,40000,1992-01-27,Senior Staff
17436,Chirstian,Munawer,79815,1985-08-12,Senior Staff
17500,Jinya,Bratsberg,44825,1988-09-25,Technique Leader
17505,Gunilla,Moffat,63455,1987-02-21,Senior Engineer
17512,Frederique,Hofmeyr,40000,1998-01-05,Engineer
17520,Shahab,Keohane,40000,1988-08-08,Senior Engineer
17539,Cathie,Uhrik,60576,1990-12-27,Senior Engineer
17544,Kien,Marletta,53927,1988-07-08,Senior Engineer
17552,Pradeep,Neiman,45663,1997-03-26,Senior Staff
17448,Makato,Belinskaya,40728,1987-02-04,Senior Engineer
17556,Makato,Tsukuda,67047,1993-07-22,Senior Staff
17559,Annemarie,Papastamatiou,53573,1993-09-04,Senior Engineer
17573,Berthier,Deverell,77659,1987-04-05,Senior Staff
17576,Behnaam,Krybus,40000,1988-02-06,Senior Engineer
17582,Kauko,Spieker,44397,1988-10-28,Senior Engineer
17584,Emdad,Coorg,40000,1994-03-15,Senior Staff
17468,Abdelghani,Irland,59122,1996-06-13,Senior Staff
17586,Lein,Halevi,40000,1990-08-07,Senior Staff
17470,Genevieve,Lichtner,60901,1986-07-23,Senior Engineer
17472,Murthy,Verhoeff,40000,1990-12-09,Senior Staff
17487,Gully,Staudhammer,40000,1990-07-31,Engineer
17629,Mostafa,Winter,70592,1987-11-22,Senior Staff
17489,Karlis,Vigier,48368,1988-08-13,Senior Staff
17647,Vasilis,Swab,75896,1989-08-04,Senior Staff
17778,Chirstian,Matzov,40000,1991-02-12,Senior Staff
17657,Thanasis,Zucker,43935,1989-06-18,Engineer
17674,Adib,Braccini,43044,1986-03-19,Senior Engineer
17677,Mingdong,Ramalingam,40000,1992-10-04,Senior Engineer
17683,Bernt,Henders,54891,1990-11-21,Senior Staff
17791,Matt,Stifter,46451,1988-01-30,Senior Staff
17688,Faiza,Cincotta,45880,1987-08-14,Senior Engineer
17696,Feiyu,Kusalik,40000,1988-12-04,Senior Engineer
17699,Radhia,Heping,48618,1985-07-21,Senior Engineer
17704,Vatsa,Broomell,40000,1995-11-21,Senior Staff
17705,Toshimo,Mellouli,50346,1985-08-14,Technique Leader
17711,Owen,Katiyar,49277,1997-09-05,Engineer
17716,Josyula,Vitiello,40000,1988-09-24,Senior Engineer
17798,Guangming,Suessmith,83096,1986-10-15,Senior Staff
17728,Tsuneo,Lienhardt,57162,1998-02-19,Staff
17807,Jianhua,Glowinski,40000,1992-07-23,Senior Engineer
17742,Tru,Cappelletti,52300,1986-03-02,Senior Staff
17745,Hatem,Schreiter,40000,1985-05-02,Senior Engineer
17815,Shuji,Wissmann,40000,1991-03-03,Engineer
17816,Toshimo,Kenevan,74497,1986-10-06,Senior Engineer
17834,Zhilian,Fiutem,40000,1996-03-16,Senior Engineer
17840,Tonny,Sherertz,66948,1985-06-20,Senior Engineer
17925,Adamantios,Baezner,47958,1987-03-09,Senior Engineer
